0.000000, 0.000000, A
0.594433, 0.257899, A
0.520563, -0.309201, A
0.845944, -0.979431, A
1.593162, -1.637565, A
1.271910, -1.963146, A
1.142743, -2.955966, A
0.483946, -3.111070, A
-0.353580, -2.564479, A
-0.656780, -3.463982, A
-0.745908, -2.952643, A
-0.512415, -2.302381, A
-1.098898, -3.251806, A
-1.002927, -2.444872, A
-1.404093, -1.653253, A
-1.979979, -0.882800, A
-2.756940, -1.252396, A
-2.763931, -0.779622, A
-2.778881, -0.752428, A
-2.246082, -0.344991, A
-1.317297, 0.058373, A
-1.662583, 0.172354, A
-1.838778, -0.249612, A
-2.606970, 0.681246, A
-3.567268, 0.077346, A
-2.592608, -0.470968, A
-1.622715, -0.054274, A
-2.047110, 0.167993, A
-2.454500, 1.161238, A
-1.747081, 2.110882, A
-1.938874, 3.007231, A
-1.624369, 2.647162, A
-1.595398, 2.049625, A
-1.092919, 2.959445, A
-0.505605, 2.468882, A
0.332849, 2.569972, A
0.504781, 3.502498, A
0.112045, 3.729406, A
-0.702184, 3.646639, A
0.238609, 2.926477, A
0.563383, 2.728412, A
1.131583, 2.829251, A
1.388303, 1.905656, A
1.446494, 0.936875, A
0.724683, 1.516967, A
1.341509, 1.241002, A
1.383039, 1.005427, A
0.641718, 0.098545, A
0.798285, 0.402688, A
1.285066, 0.283096, A
0.325954, 1.069014, A
0.929336, 1.531973, A
0.977688, 1.975686, A
1.928755, 2.020772, A
2.016159, 2.407342, A
1.340286, 1.979930, A
0.463569, 1.068312, A
1.110886, 1.070639, A
1.049163, 1.955916, A
1.257422, 2.879107, A
0.349773, 2.233500, A
1.176282, 3.183580, A
1.964554, 3.370177, A
1.267215, 3.823208, A
0.716274, 4.335115, A
-0.283012, 3.835519, A
-0.904287, 4.251293, A
-1.428959, 4.915424, A
-2.039462, 5.236238, A
-2.617926, 5.655268, A
-2.709112, 5.067795, A
-2.008805, 4.704443, A
-2.087704, 3.760346, A
-2.999429, 4.756309, A
-3.379971, 3.792599, A
-4.321939, 4.184708, A
-3.398420, 4.384962, A
-2.398923, 3.446397, A
-1.448034, 2.503724, A
-1.402590, 2.315096, A
-1.198469, 2.255592, A
-1.380248, 3.055835, A
-1.163134, 2.227721, A
-1.560853, 2.086218, A
-1.549813, 2.494653, A
-2.467119, 1.799421, A
-2.894928, 2.419774, A
-2.703710, 1.877664, A
-2.280364, 2.021146, A
-2.016028, 2.025920, A
-1.207591, 2.041001, A
-0.573928, 2.470976, A
-1.555283, 2.757709, A
-1.157865, 2.493961, A
-1.384731, 1.993304, A
-1.435145, 2.752066, A
-0.459809, 2.978678, A
0.195101, 2.255964, A
-0.747118, 3.070953, A
-1.034983, 2.290488, A
-0.972294, 1.837497, A
-0.532219, 1.440823, A
-1.039564, 2.412004, A
-1.053683, 1.845865, A
-1.941753, 2.311742, A
-1.358121, 2.813865, A
-0.676513, 2.875297, A
-0.408128, 2.834183, A
-0.996505, 2.224636, A
-1.056327, 2.430666, A
-0.416613, 2.614005, A
-0.636849, 1.741188, A
-0.982655, 1.772802, A
-1.391480, 0.992644, A
-2.281255, 0.625779, A
-3.249017, 0.425692, A
-2.991830, -0.160013, A
-2.544330, -0.082531, A
-1.923507, 0.844600, A
-2.001202, 1.208085, A
-2.924120, 1.259727, A
-3.782207, 1.670762, A
-3.017675, 0.775729, A
-2.704957, 1.705117, A
-2.204435, 1.975743, A
-1.401933, 2.911148, A
-1.140574, 3.323085, A
-1.351341, 2.919622, A
-2.048565, 1.940134, A
-2.980863, 1.012253, A
-3.152514, 0.088248, A
-2.976496, -0.370534, A
-3.269703, -0.539987, A
-2.966088, -0.330532, A
-3.719949, -0.826826, A
-3.089534, -1.224041, A
-2.627450, -1.377185, A
-3.075658, -2.041549, A
-3.749768, -1.288697, A
-3.039934, -1.327217, A
-2.125763, -1.841058, A
-2.418212, -1.479399, A
-1.648779, -0.800342, A
-2.376965, 0.179568, A
-2.519142, 0.161323, A
-2.517255, 0.169283, A
-2.607242, -0.355455, A
-2.649495, -0.864812, A
-2.263748, -1.539230, A
-1.467640, -2.084705, A
-0.950331, -3.065257, A
-1.053928, -2.179345, A
-1.680179, -1.310271, A
-1.521557, -1.507465, A
-1.347743, -0.641512, A
-1.362111, -1.132277, A
-2.284505, -0.847151, A
-1.794617, -0.674001, A
-2.098354, -0.910744, A
-2.990826, -0.946461, A
-2.617572, -0.155066, A
-2.707996, 0.346373, A
-3.350276, 0.431833, A
-4.084748, -0.236886, A
-4.044051, 0.108706, A
-4.816888, 0.804981, A
-4.106284, 0.106000, A
-3.183339, 0.962782, A
-3.476797, 0.689862, A
-2.616300, 0.989985, A
-1.722141, 0.122143, A
-1.551495, 0.980565, A
-0.908521, 1.176226, A
-1.224691, 0.889007, A
-0.728689, 0.300060, A
-1.414295, -0.608325, A
-1.613260, -0.348656, A
-1.477361, -0.504076, A
-1.430637, -0.758146, A
-1.243365, -1.617101, A
-1.481503, -1.919266, A
-1.073819, -2.336114, A
-1.452604, -1.920977, A
-2.233225, -2.482724, A
-1.347984, -2.446562, A
-2.170219, -1.874604, A
-1.513466, -2.506794, A
-1.836048, -1.990378, A
-2.666736, -2.166726, A
-3.049096, -2.896622, A
-3.870121, -2.465388, A
-4.019036, -2.903902, A
-3.106048, -1.926891, A
-2.818222, -1.843858, A
-1.975305, -1.453522, A
-1.260885, -1.246637, A
-2.076227, -2.103738, A
-3.042934, -1.639169, A
-2.628635, -1.175578, A
-3.027003, -1.193101, A
-3.643015, -2.088492, A
-4.223195, -2.787146, A
-3.817334, -3.410054, A
-3.019813, -3.620966, A
-3.057993, -4.085331, A
-3.139143, -4.213612, A
-3.623579, -4.363374, A
-3.695307, -5.064911, A
-2.789592, -5.784588, A
-3.505763, -6.197234, A
-2.768532, -5.999622, A
-1.814348, -6.882358, A
-2.563242, -6.580036, A
-3.265243, -6.766839, A
-2.415402, -7.504009, A
-1.464200, -7.288415, A
-1.886876, -7.087943, A
-1.756119, -7.606186, A
-1.217339, -8.117904, A
-1.637784, -7.720226, A
-1.875200, -6.960217, A
-2.407589, -6.730920, A
-1.599219, -6.719460, A
-1.855121, -6.784009, A
-2.007171, -7.407326, A
-1.535919, -6.790902, A
-1.080512, -6.532299, A
-1.644604, -6.044857, A
-0.893195, -6.887527, A
-1.711958, -7.410592, A
-2.405983, -6.565816, A
-1.511668, -5.617043, A
-2.097221, -5.172889, A
-2.027981, -4.857655, A
-2.840238, -4.728856, A
-2.050318, -4.460515, A
-1.283106, -4.518054, A
-0.786641, -4.403013, A
-0.053752, -4.531557, A
-1.045314, -4.058282, A
-1.172272, -4.215084, A
-0.319911, -3.920724, A
-0.859052, -3.005971, A
-1.482497, -3.266871, A
-1.480627, -3.532582, A
-2.320103, -2.642198, A
-2.516299, -2.749271, A
-1.831649, -3.163038, A
-2.035883, -3.056145, A
-2.331949, -3.776558, A
-2.922688, -3.474811, A
-3.588966, -4.161796, A
-3.358147, -5.005202, A
-3.504848, -4.651401, A
-3.353518, -3.944050, A
-3.711293, -3.939480, A
-2.961374, -4.789191, A
-2.798268, -5.648324, A
-3.768125, -6.247540, A
-3.700329, -5.974722, A
-4.603837, -6.774554, A
-4.692235, -7.751607, A
-5.465987, -8.038413, A
-6.102588, -8.343245, A
-5.554726, -7.474256, A
-5.983246, -6.901318, A
-6.395855, -7.515264, A
-6.396037, -7.462452, A
-7.147780, -8.397335, A
-7.930413, -8.243195, A
-8.920204, -7.587964, A
-8.476279, -7.499438, A
-8.142130, -7.446834, A
-8.785551, -7.493416, A
-9.060500, -6.744541, A
-9.067730, -7.423526, A
-10.003109, -8.274269, A
-10.560067, -7.751670, A
-11.212062, -7.008707, A
-11.689706, -6.370921, A
-12.677273, -6.085474, A
-13.492686, -5.429800, A
-12.702823, -4.739335, A
-13.358883, -4.812339, A
-13.882240, -4.080300, A
-14.398079, -4.789728, A
-13.418841, -4.814158, A
-13.607840, -5.696379, A
-13.754737, -5.614960, A
-14.629520, -5.057496, A
-14.558098, -4.575479, A
-14.340077, -5.250515, A
-14.015042, -4.596395, A
-13.878623, -5.419816, A
-13.993232, -6.403401, A
-14.462595, -6.312624, A
-14.977349, -6.293230, A
-14.091339, -6.077735, A
-14.990532, -5.740711, A
-14.039086, -6.561027, A
-14.982245, -6.114054, A
-15.151640, -5.671662, A
-14.651353, -5.236147, A
-15.605608, -5.707146, A
-15.252672, -6.315408, A
-15.417024, -7.184617, A
-15.029459, -6.614219, A
-15.851746, -6.684378, A
-15.246648, -5.742529, A
-15.036963, -5.714954, A
-15.333685, -6.448034, A
-14.568484, -6.349429, A
-14.375235, -6.054471, A
-14.709260, -5.462196, A
-15.587626, -4.712563, A
-15.927588, -3.862433, A
-16.816006, -4.527085, A
-17.233242, -4.975139, A
-17.062172, -4.514635, A
-16.518013, -3.796788, A
-16.989004, -3.764681, A
-17.482770, -3.907844, A
-17.364732, -4.399719, A
-17.088989, -4.625491, A
-16.691030, -4.313467, A
-15.962857, -3.493128, A
-15.422287, -2.956075, A
-14.987666, -3.437496, A
-15.198975, -3.071891, A
-15.985141, -4.020945, A
-16.882971, -4.408999, A
-16.840924, -5.196121, A
